1.0,2876966036,2940701742
1.0,2831770453,2834146409
1.0,2831718798,3140098619
1.0,3149371545,2822293941
1.0,2820718036,Nc.Tau
1.0,2807145753,2809566001
1.0,2878184357,2804133324
1.0,2800641196,2800641205
1.0,2800489245,2893750504
0.8333333333333334,2925564780,2909832498,2925563284
